date,regiao,mental_health_visits,total_atd,periodo,PrePandemia_Step,PrePandemia_Trend,Pandemia_Step,Pandemia_Trend,PosPandemia_Step,PosPandemia_Trend,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,quarter_2,quarter_3,quarter_4,cos1,sin1,IR,offset,ma_12_mental_health_visits
2022-12-01,norte,23383.0,1437691.0,84,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.4704427318680477e-14,-1.0,16.26427375562621,7.270793633410344,28807.166666666668
2023-01-01,norte,29414.0,1670850.0,85,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.466481255793882e-15,17.604213424304994,7.421087757959309,29363.25
2023-02-01,norte,26546.0,1477581.0,86,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8660254037844362,0.5000000000000042,17.965850941505067,7.2981615701125895,30261.5
2023-03-01,norte,35114.0,2057619.0,87,0,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8660254037844416,-0.4999999999999949,17.065355636782126,7.6293047680597645,31158.25
2023-04-01,norte,29783.0,1706925.0,88,0,0,0,0,1,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.49999999999999023,-0.8660254037844443,17.448335457035313,7.442448785098087,31809.25
2023-05-01,norte,36554.0,1958329.0,89,0,0,0,0,1,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.8660254037844362,0.5000000000000042,18.665913643723805,7.579846837575844,32989.5
2023-06-01,norte,33138.0,1763434.0,90,0,0,0,0,1,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.8660254037844308,-0.5000000000000135,18.79174383617419,7.47501832340161,34017.5
2023-07-01,norte,33664.0,1734718.0,91,0,0,0,0,1,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,9.306696692883296e-15,19.406036024299052,7.458600143147494,34812.833333333336
2023-08-01,norte,42013.0,2034596.0,92,0,0,0,0,1,17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.4696999551041415e-14,-1.0,20.649308265621283,7.618052552369314,35874.416666666664
2023-09-01,norte,37261.0,1715103.0,93,0,0,0,0,1,18,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-2.5477605267357653e-14,1.0,21.725225831917967,7.44722841610565,37076.0
2023-10-01,norte,41485.0,1907955.0,94,0,0,0,0,1,19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.8660254037844509,0.4999999999999788,21.74317528453239,7.553787266824443,37773.083333333336
2023-11-01,norte,39855.0,1889197.0,95,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5000000000000233,0.8660254037844252,21.09626470929183,7.543907150046955,39576.25
2023-12-01,norte,32927.0,1587093.0,96,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.500000000000014,-0.8660254037844306,20.746736328620944,7.369659319943645,40434.166666666664
2024-01-01,norte,42153.0,1955253.0,97,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8660254037844215,0.5000000000000298,21.558846860227295,7.578274875811192,41621.0
2024-02-01,norte,40965.0,1849472.0,98,0,0,0,0,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49999999999999534,-0.8660254037844414,22.14956484877846,7.522655471931091,42761.166666666664
2024-03-01,norte,43479.0,2013789.0,99,0,0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5000000000000038,-0.8660254037844365,21.590643309701264,7.607773301156535,43446.916666666664
2024-04-01,norte,51421.0,2386166.0,100,0,0,0,0,1,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.8660254037844337,-0.5000000000000084,21.54963233907448,7.777443172744094,44635.166666666664
2024-05-01,norte,46849.0,2025140.0,101,0,0,0,0,1,26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.964386723728472e-15,1.0,23.133709274420532,7.61339411295334,45729.75
2024-06-01,norte,47380.0,2014634.0,102,0,0,0,0,1,27,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.8660254037844229,-0.5000000000000272,23.517919383868236,7.6081928201655336,46238.0
2024-07-01,norte,47346.0,1973268.0,103,0,0,0,0,1,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,2.4987127567062125e-14,23.993699791412013,7.587446330553748,46620.833333333336
2024-08-01,norte,50242.0,2055451.0,104,0,0,0,0,1,29,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.8660254037844122,-0.5000000000000459,24.443297359071074,7.628250567571671,47027.0
2024-09-01,norte,51520.0,2020556.0,105,0,0,0,0,1,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,-1.0295079861113416e-14,25.49793225231075,7.611128000046352,47633.2
2024-10-01,norte,54620.0,2074344.0,106,0,0,0,0,1,31,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.8660254037844303,0.5000000000000144,26.331216037455697,7.637400238102253,48094.77777777778
2024-11-01,norte,45954.0,1864789.0,107,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8660254037844357,-0.5000000000000051,24.643002505913536,7.530903188948251,47679.0
2024-12-01,norte,37521.0,1514302.0,108,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.5000000000000004,-0.8660254037844384,24.777752390210143,7.322709885703994,47797.57142857143
2016-01-01,sudeste,46277.0,2854004.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,16.214763539224194,7.956478199577496,45775.0
2016-02-01,sudeste,39274.0,3414889.0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,11.50081305717404,8.135900267816313,45617.42857142857
2016-03-01,sudeste,51627.0,4803517.0,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.061616997868383e-16,10.747750033985515,8.477103636929614,46966.625
2016-04-01,sudeste,42746.0,3897617.0,4,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.6739403974420594e-16,-1.0,10.967214069519914,8.268120619724467,47600.77777777778
2016-05-01,sudeste,44806.0,3964770.0,5,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5000000000000016,-0.8660254037844377,11.301033855683935,8.28520312482024,47736.6
2016-06-01,sudeste,49920.0,4338320.0,6,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.5000000000000001,0.8660254037844386,11.50675837651441,8.37524245537896,47682.545454545456
2016-07-01,sudeste,44672.0,3974030.0,7,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-7.347880794884119e-16,1.0,11.240982076129269,8.287535972152217,47129.75
2016-08-01,sudeste,56411.0,5130560.0,8,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8.572527594031472e-16,-1.0,10.99509605189297,8.542970094000472,48047.833333333336
2016-09-01,sudeste,52674.0,4336504.0,9,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5000000000000004,-0.8660254037844384,12.14665085054689,8.374823772526945,49437.0
2016-10-01,sudeste,48959.0,3885451.0,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.102182119232618e-15,-1.0,12.600596430118408,8.2649943435802,51192.0
2016-11-01,sudeste,47142.0,3626164.0,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,-4.904777002955296e-16,13.000515144930015,8.195930619194373,53667.333333333336
2016-12-01,sudeste,41049.0,2857649.0,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.49999999999999767,0.86602540378444,14.364605310169305,7.957754537791606,56958.5
2017-01-01,sudeste,57294.0,4024539.0,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4695761589768238e-15,1.0,14.236164688676144,8.300165649131635,60087.75
2017-02-01,sudeste,55944.0,3789862.0,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8660254037844389,0.49999999999999956,14.761487357587162,8.240084885804055,63215.75
2017-03-01,sudeste,72687.0,4923964.0,15,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4999999999999949,0.8660254037844416,14.761886967492044,8.501869176148455,67715.33333333333
2017-04-01,sudeste,72450.0,4784202.0,16,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.8660254037844389,-0.49999999999999956,15.14359134501428,8.473074518819324,72779.75
2017-05-01,sudeste,84300.0,5850019.0,17,1,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,2.443103791928823e-16,14.410209607866232,8.674200188083876,79320.08333333333
2017-06-01,sudeste,87471.0,5661178.0,18,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.8660254037844353,-0.5000000000000059,15.451024504087313,8.641387276750246,85864.75
2017-07-01,sudeste,82208.0,5351602.0,19,1,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5000000000000077,-0.8660254037844343,15.36138150781766,8.585151234319403,90726.66666666667
2017-08-01,sudeste,110406.0,7082691.0,20,1,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.8660254037844352,-0.5000000000000061,15.588142981248229,8.865409199219618,95580.41666666667
2017-09-01,sudeste,113447.0,6647914.0,21,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5000000000000017,-0.8660254037844377,17.065052285574094,8.802058400230191,100037.08333333333
2017-10-01,sudeste,127443.0,7056036.0,22,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.500000000000011,0.8660254037844323,18.06155750906033,8.861638699714428,105151.75
2017-11-01,sudeste,125678.0,7043977.0,23,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5000000000000063,0.8660254037844349,17.841909478125782,8.859928204420534,109906.91666666667
2017-12-01,sudeste,99392.0,5505018.0,24,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.0,2.4511505402044715e-15,18.05480018412292,8.613415318906203,113897.25
2018-01-01,sudeste,115539.0,6538767.0,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.8660254037844386,17.669845094648576,8.785503894566741,117870.25
2018-02-01,sudeste,109424.0,6017205.0,26,1,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.91096680932118e-16,-1.0,18.185187308725563,8.702378144774597,122616.83333333333
2018-03-01,sudeste,134063.0,7468502.0,27,1,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8660254037844379,-0.5000000000000012,17.950453785779263,8.918449722541702,127329.41666666667
2018-04-01,sudeste,129512.0,6915018.0,28,1,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.8660254037844382,-0.5000000000000009,18.729090799185194,8.841450847132347,132572.16666666666
2018-05-01,sudeste,132184.0,7310516.0,29,1,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.8660254037844416,-0.4999999999999949,18.081350208384745,8.897069138487886,141043.08333333334
2018-06-01,sudeste,135147.0,6908387.0,30,1,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.5000000000000119,0.8660254037844318,19.56274308315385,8.84049145970087,143926.58333333334
2018-07-01,sudeste,139167.0,7368932.0,31,1,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.0779367755043061e-14,1.0,18.885640415734603,8.905028062878038,145335.33333333334
2018-08-01,sudeste,166957.0,8435105.0,32,1,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.5000000000000059,0.8660254037844353,19.793114608531845,9.04015744303537,147901.33333333334
2018-09-01,sudeste,176360.0,8925152.0,33,1,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8660254037844418,-0.4999999999999945,19.759887562699213,9.096628637315142,152063.58333333334
2018-10-01,sudeste,229094.0,11264796.0,34,1,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.4999999999999898,-0.8660254037844445,20.337163673447794,9.329437743514621,152120.5
2018-11-01,sudeste,160280.0,7768629.0,35,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.4999999999999928,0.8660254037844428,20.63169704718812,8.957848979916488,154333.0
2018-12-01,sudeste,116297.0,5752067.0,36,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.838977475816237e-15,-1.0,20.218297179083624,8.657314547455435,158253.83333333334
2019-01-01,sudeste,146331.0,7450490.0,37,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8660254037844394,0.4999999999999987,19.640453178247334,8.916035081022814,159609.83333333334
2019-02-01,sudeste,159371.0,7860514.0,38,1,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8660254037844475,0.49999999999998473,20.274882787563254,8.969607277687167,163247.66666666666
2019-03-01,sudeste,134746.0,6597336.0,39,1,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.49999999999999234,0.866025403784443,20.424304598098384,8.794421210167796,166594.5
2019-04-01,sudeste,156062.0,7949408.0,40,1,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.8660254037844374,-0.5000000000000021,19.631902149191486,8.980852739466886,167371.75
2019-05-01,sudeste,179234.0,8973360.0,41,1,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,1.0288890054747531e-14,19.974011964303227,9.102015466854342,165322.66666666666
2019-06-01,sudeste,151419.0,7287438.0,42,1,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1.0,7.352213659340238e-15,20.77808414973822,8.89390732290386,166886.91666666666
2019-07-01,sudeste,182821.0,8278920.0,43,1,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.49999999999999195,0.8660254037844433,22.082711271518505,9.02146780408934,169093.5
2019-08-01,sudeste,207119.0,8595027.0,44,1,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.0,-1.4208997773292239e-14,24.09753919330329,9.058939059173271,170613.75
2019-09-01,sudeste,185687.0,7576341.0,45,1,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8660254037844426,-0.4999999999999932,24.508796528561742,8.93278564441263,171136.5
2019-10-01,sudeste,204505.0,8309339.0,46,1,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.8660254037844406,-0.4999999999999966,24.61146428133453,9.02513534196619,174336.41666666666
2019-11-01,sudeste,179051.0,7282556.0,47,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1.2738802633678827e-14,1.0,24.586285364643953,8.893237178471034,172040.66666666666
2019-12-01,sudeste,142776.0,5752788.0,48,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.8660254037844445,0.4999999999999898,24.81857492401945,8.65743988584535,169136.75
2020-01-01,sudeste,164574.0,6776530.0,49,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4999999999999851,0.8660254037844473,24.285880826912887,8.82122045051039,171223.83333333334
2020-02-01,sudeste,165644.0,6582600.0,50,1,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8660254037844333,-0.5000000000000093,25.163916993285326,8.7921850830515,172337.25
2020-03-01,sudeste,173145.0,6880528.0,51,1,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4999999999999911,0.8660254037844438,25.164493190057506,8.836450672168752,171780.91666666666
2020-04-01,sudeste,128513.0,4068570.0,52,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.8660254037844367,-0.5000000000000034,31.586773731311002,8.311046865346942,174790.33333333334
2020-05-01,sudeste,144387.0,4805259.0,53,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.499999999999997,0.8660254037844404,30.04770398432218,8.477466222136947,176008.16666666666
2020-06-01,sudeste,176464.0,6146890.0,54,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1.0,-8.32821721483859e-15,28.70785063666342,8.723701541838809,179300.16666666666
2020-07-01,sudeste,196182.0,7294817.0,55,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5000000000000114,-0.866025403784432,26.893340847344078,8.894919374967115,183313.41666666666
2020-08-01,sudeste,200443.0,7225193.0,56,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.866025403784445,0.49999999999998895,27.74223470570267,8.88532922542662,185426.41666666666
2020-09-01,sudeste,221800.0,7703592.0,57,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,1.2248324933383297e-14,28.791763634418853,8.949441992574,188876.33333333334
2020-10-01,sudeste,219119.0,7795424.0,58,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.0,5.392778780704473e-15,28.10866990685818,8.961292173854792,193607.33333333334
2020-11-01,sudeste,218555.0,7936567.0,59,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.49999999999999956,-0.8660254037844389,27.537725064250072,8.979236092985104,200325.58333333334
2020-12-01,sudeste,190935.0,7047345.0,60,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.8660254037844524,0.49999999999997624,27.093181900417818,8.860406229131648,207430.83333333334
2021-01-01,sudeste,189930.0,7403167.0,61,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866025403784445,0.49999999999998895,25.655236468392513,8.909663160610922,211711.08333333334
2021-02-01,sudeste,207043.0,7590565.0,62,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49999999999998684,-0.8660254037844463,27.276362168033607,8.934661307671853,214983.66666666666
2021-03-01,sudeste,229917.0,8773414.0,63,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8660254037844402,-0.49999999999999745,26.2061040320222,9.07948129125775,221396.16666666666
2021-04-01,sudeste,209132.0,7410168.0,64,0,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.4999999999999928,-0.8660254037844428,28.22230211244873,8.910608390097902,224775.08333333334
2021-05-01,sudeste,229650.0,8682316.0,65,0,0,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.500000000000031,-0.8660254037844207,26.450315791316513,9.069043592340694,227278.66666666666
2021-06-01,sudeste,227827.0,8574074.0,66,0,0,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.8618345230859297e-14,-1.0,26.571615780316336,9.056498277864788,230792.91666666666
2021-07-01,sudeste,235453.0,8369728.0,67,0,0,1,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-9.772415167715292e-16,1.0,28.131499613846472,9.032376665942339,234189.91666666666
2021-08-01,sudeste,277393.0,9432523.0,68,0,0,1,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.1757847233087767e-14,-1.0,29.40814456535118,9.151918890213441,234610.25
2021-09-01,sudeste,262347.0,8733903.0,69,0,0,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,-4.92953622841883e-16,30.03777349027119,9.074967627961392,237378.08333333334
2021-10-01,sudeste,249162.0,8310689.0,70,0,0,1,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.897349235316236e-15,-1.0,29.98090772016616,9.025297796566502,243042.16666666666
2021-11-01,sudeste,260726.0,8964902.0,71,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5000000000000131,-0.866025403784431,29.082972686148715,9.101072454579597,247228.58333333334
2021-12-01,sudeste,231699.0,8541684.0,72,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.5000000000000165,-0.866025403784429,27.125681540080386,9.052713457038834,253614.91666666666
2022-01-01,sudeste,194974.0,9510501.0,73,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.4207759812019062e-14,20.50091788014112,9.160151835539834,257764.16666666666
2022-02-01,sudeste,240257.0,8748954.0,74,0,0,1,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4999999999999979,-0.8660254037844398,27.461225650517765,9.0766894293487,262097.08333333334
2022-03-01,sudeste,297886.0,10384141.0,75,0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5000000000000131,0.866025403784431,28.686628966228405,9.248035017434118,268141.25
2022-04-01,sudeste,259369.0,9050905.0,76,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.8660254037844392,0.49999999999999917,28.656692341815543,9.110620031694305,273364.0833333333
2022-05-01,sudeste,306286.0,11302096.0,77,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.8660254037844303,-0.5000000000000144,27.09992907510253,9.332743474225559,278914.3333333333
2022-06-01,sudeste,277618.0,10907016.0,78,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.8660254037844244,-0.5000000000000246,25.453157857291124,9.2971615308755,282519.8333333333
2022-07-01,sudeste,287448.0,11278206.0,79,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5000000000000004,0.8660254037844384,25.487032246085946,9.330627469850251,285952.4166666667
2022-08-01,sudeste,349923.0,12984573.0,80,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.8660254037844278,-0.5000000000000187,26.949134176379925,9.47151723945912,298295.0833333333
2022-09-01,sudeste,325021.0,10925828.0,81,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5000000000000326,-0.8660254037844198,29.74795136807938,9.298884806565598,304374.6666666667
2022-10-01,sudeste,315765.0,10823973.0,82,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.0,-2.596808296765318e-14,29.17274461050485,9.28951867539075,314445.0
2022-11-01,sudeste,303992.0,10690108.0,83,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8660254037844485,-0.499999999999983,28.436756672617342,9.277074106867964,320979.75
2022-12-01,sudeste,272890.0,9515813.0,84,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.5000000000000114,0.866025403784432,28.67752865677373,9.160710220115849,329750.4166666667
2023-01-01,sudeste,343086.0,11509756.0,85,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.923821602364237e-15,1.0,29.80827743003414,9.350950302533798,338127.5833333333
2023-02-01,sudeste,313212.0,10197682.0,86,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5000000000000301,0.8660254037844213,30.714038739391953,9.229915718544094,346203.0
2023-03-01,sudeste,418730.0,14237576.0,87,0,0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.763738983026824e-14,1.0,29.41020297275323,9.563639945756993,355985.0
2023-04-01,sudeste,337786.0,11611814.0,88,0,0,0,0,1,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.8417995546584478e-14,-1.0,29.089856244683215,9.359778307103728,362155.0833333333
2023-05-01,sudeste,411534.0,13846474.0,89,0,0,0,0,1,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-3.919860126290071e-14,1.0,29.721212779513397,9.535785894365718,371240.4166666667
2023-06-01,sudeste,378144.0,12390358.0,90,0,0,0,0,1,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.8660254037844294,0.5000000000000161,30.519215021874267,9.42467386847533,378403.3333333333
2023-07-01,sudeste,384353.0,12320884.0,91,0,0,0,0,1,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5000000000000275,-0.8660254037844227,31.195245406092614,9.419050987760123,384444.0
2023-08-01,sudeste,467307.0,14419268.0,92,0,0,0,0,1,17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.8660254037844402,0.49999999999999745,32.408510612327895,9.57632064672106,389528.25
2023-09-01,sudeste,399062.0,12036727.0,93,0,0,0,0,1,18,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8660254037844146,0.5000000000000416,33.153697014146786,9.395717838052754,394862.1666666667
2023-10-01,sudeste,424789.0,13026851.0,94,0,0,0,0,1,19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.625821098367389e-14,-1.0,32.608724856068434,9.474767967849086,393496.5833333333
2023-11-01,sudeste,389947.0,12048175.0,95,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8660254037844323,0.500000000000011,32.36564873933189,9.396668475166589,403494.0
2023-12-01,sudeste,345378.0,10649172.0,96,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.0,-6.366306413656472e-15,32.43238065832724,9.273237421636283,404533.1666666667
2024-01-01,sudeste,404097.0,12540305.0,97,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8660254037844386,-0.5,32.223857394218086,9.436703136060192,408760.3333333333
2024-02-01,sudeste,377219.0,12263491.0,98,0,0,0,0,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-2.7927517846288947e-14,30.759512116085055,9.414381916102617,414074.75
2024-03-01,sudeste,402343.0,14289189.0,99,0,0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.331782070444707e-14,1.0,28.157161333648816,9.567258516339294,414980.4166666667
2024-04-01,sudeste,457755.0,15747195.0,100,0,0,0,0,1,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.8660254037844264,0.5000000000000212,29.068986571894232,9.664417533154843,420876.0
2024-05-01,sudeste,424004.0,13873381.0,101,0,0,0,0,1,26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5000000000000165,0.866025403784429,30.5624130123724,9.537727247121763,425557.3333333333
2024-06-01,sudeste,428870.0,13582436.0,102,0,0,0,0,1,27,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1.0,-1.4206521850745885e-14,31.575337443150843,9.516532766469059,428127.5
2024-07-01,sudeste,448126.0,13749894.0,103,0,0,0,0,1,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.9596824708904003e-14,1.0,32.59123306696037,9.528786393974093,428803.6666666667
2024-08-01,sudeste,478175.0,14186361.0,104,0,0,0,0,1,29,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.5000000000000012,0.8660254037844379,33.70667079457516,9.560036289062666,431049.7272727273
2024-09-01,sudeste,469809.0,14006479.0,105,0,0,0,0,1,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8660254037844249,-0.5000000000000238,33.542262834221226,9.5472752872594,436432.8
2024-10-01,sudeste,480965.0,14396130.0,106,0,0,0,0,1,31,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.50000000000002,0.8660254037844272,33.40932597857896,9.574714699444339,440220.55555555556
